90,2,3-9
90,3,24-66
90,4,11-87
90,5,1-78
90,6,30-49
90,7,30-43
90,8,7-87
90,9,21-84
90,10,1-4-88
90,11,58-72
90,12,2-38-62
91,0,1
91,1,1-0
91,2,35-84
91,3,2-4-57
91,4,69-90-90
92,0,1
92,1,1-0
92,2,12-24-88
93,0,1
93,1,1-0
93,2,2-5-8
93,3,51-83-91
94,0,1
94,1,1-0
94,2,2-3-9
94,3,50-89-90
95,0,1
95,1,1-0
95,2,57-76
95,3,1-27-69
95,4,80-93
95,5,42-77
95,6,3-43-47
96,0,1
96,1,1-0
96,2,4-4-8
97,0,1
97,1,1-0
97,2,4-9
97,3,6-19
97,4,43
97,5,5-22
97,6,1-17-43
97,7,69-94
97,8,23-82
97,9,3-48
97,10,1-7-17
97,11,39-96
97,12,3-17-63
98,0,1
98,1,1-0
98,2,7-7
98,3,47-91
98,4,2-37-93
98,5,80-96-96
99,0,1
99,1,1-0
99,2,1-7-7
99,3,41-98
99,4,26-59
99,5,28-43
99,6,21-62
99,7,5-46
99,8,10-21
99,9,8-45
99,10,61-86
99,11,14-77
99,12,1-58-60
99,13,53-94-94
100,0,1
100,1,1-0
100,2,10
100,3,1-3
100,4,30-56
100,5,44-98
100,6,3-67
100,7,1-9-79
100,8,2-70-95
101,0,1
101,1,1-0
101,2,1-10
101,3,1-7-31
101,4,3-39-97
102,0,1
102,1,1-0
102,2,48-90
102,3,15-69
102,4,47-101
102,5,1-19-81
102,6,6-93-100
